ID,Estimated_Insects_Count,Crop_Type,Soil_Type,Pesticide_Use_Category,Number_Doses_Week,Number_Weeks_Used,Number_Weeks_Quit,Season,Crop_Damage
F00003091,1132,0,1,2,20,,23,3,0
F00003092,1132,0,1,2,20,10,26,2,0
F00003095,1132,0,1,2,20,19,23,1,0
F00003096,1132,0,1,2,20,20,10,3,0
F00003098,1132,0,1,2,20,23,18,2,0
F00003101,1132,0,1,2,20,26,15,2,0
F00003106,1132,0,1,2,25,20,20,2,0
F00003108,1132,0,1,2,30,22,15,2,0
F00003109,1132,0,1,2,30,30,0,1,0
F00003110,1132,0,1,2,30,30,13,1,0
F00003113,1132,0,1,2,40,7,26,1,0
F00003114,1132,0,1,2,40,,28,1,0
F00003116,1132,0,1,2,40,12,28,1,0
F00003117,1132,0,1,2,40,14,28,1,0
F00003121,1132,0,1,2,40,25,20,2,0
F00003123,1132,0,1,2,40,40,0,1,0
F00003124,1132,0,1,2,40,40,2,2,0
F00003125,1132,0,1,2,45,17,20,2,0
F00003126,1132,0,1,2,50,11,27,2,0
F00003127,1132,0,1,2,50,23,16,3,0
F00003128,1132,0,1,2,50,35,4,1,0
F00003129,1132,0,1,2,50,38,2,3,0
F00003132,1132,0,1,2,60,,12,2,0
F00003136,1132,0,1,2,50,,15,1,1
F00003137,1132,0,1,2,40,34,8,2,1
F00003139,1132,0,1,2,20,30,12,2,1
F00003140,1132,0,1,2,20,19,19,1,1
F00003141,1132,0,1,2,50,29,13,1,1
F00003142,1132,0,1,2,35,28,12,2,2
F00003143,1212,0,1,2,20,25,19,1,0
F00003144,1212,0,1,2,5,42,2,2,0
F00003145,1212,0,1,2,10,,21,3,0
F00003147,1212,0,1,2,10,20,1,1,0
F00003151,1212,0,1,2,15,40,6,3,0
F00003155,1212,0,1,2,20,20,16,2,0
F00003156,1212,0,1,2,20,22,20,3,0
F00003159,1212,0,1,2,20,26,10,1,0
F00003160,1212,0,1,2,20,34,6,3,0
F00003161,1212,0,1,2,20,35,9,2,0
F00003163,1212,0,1,2,20,40,3,1,0
F00003164,1212,0,1,2,25,29,9,2,0
F00003165,1212,0,1,2,25,30,6,2,0
F00003167,1212,0,1,2,25,41,4,2,0
F00003168,1212,0,1,2,30,20,19,2,0
F00003169,1212,0,1,2,30,23,13,2,0
F00003173,1212,0,1,2,30,36,6,1,0
F00003174,1212,0,1,2,30,,4,2,0
F00003175,1212,0,1,2,30,39,6,2,0
F00003176,1212,0,1,2,30,40,3,2,0
F00003177,1212,0,1,2,30,43,2,2,0
F00003178,1212,0,1,2,40,20,18,1,0
F00003179,1212,0,1,2,40,26,11,2,0
F00003180,1212,0,1,2,40,33,1,1,0
F00003183,1212,0,1,2,50,17,24,2,0
F00003184,1212,0,1,2,50,29,14,2,0
F00003185,1212,0,1,2,60,14,29,3,0
F00003186,1212,0,1,2,60,26,1,2,0
F00003188,1212,0,1,2,60,38,7,2,0
F00003190,1212,0,1,2,10,30,9,2,1
F00003191,1212,0,1,2,40,40,6,2,1
F00003196,1297,0,1,2,10,7,28,1,0
F00003197,1297,0,1,2,10,9,26,2,0
F00003198,1296,0,1,2,10,20,21,3,0
F00003200,1296,0,1,2,10,28,20,3,0
F00003201,1297,0,1,2,10,39,1,2,0
F00003202,1296,0,1,2,10,40,1,1,0
F00003203,1297,0,1,2,10,,4,3,0
F00003204,1297,0,1,2,15,16,4,1,0
F00003205,1296,0,1,2,15,26,15,2,0
F00003206,1297,0,1,2,20,6,28,2,0
F00003209,1296,0,1,2,20,16,8,2,0
F00003213,1296,0,1,2,20,,12,1,0
F00003214,1296,0,1,2,20,30,1,2,0
F00003215,1296,0,1,2,20,32,10,1,0
F00003216,1296,0,1,2,20,33,15,2,0
F00003217,1296,0,1,2,20,35,5,2,0
F00003218,1297,0,1,2,20,35,8,3,0
F00003219,1296,0,1,2,20,36,2,3,0
F00003220,1297,0,1,2,20,36,5,2,0
F00003224,1296,0,1,2,25,40,1,2,0
F00003225,1297,0,1,2,30,8,30,2,0
F00003229,1296,0,1,2,30,26,22,1,0
F00003235,1296,0,1,2,40,30,7,3,0
F00003237,1296,0,1,2,40,37,7,2,0
F00003238,1297,0,1,2,40,38,10,1,0
F00003240,1296,0,1,2,50,31,10,2,0
F00003241,1296,0,1,2,55,18,22,1,0
F00003243,1297,0,1,2,60,37,8,1,0
F00003245,1296,0,1,2,65,25,16,1,0
F00003248,1296,0,1,2,80,33,6,2,0
F00003249,1296,0,1,2,20,22,20,2,1
F00003250,1296,0,1,2,20,28,14,2,1
F00003251,1297,0,1,2,50,15,28,1,1
F00003254,1385,0,1,2,5,26,14,1,0
F00003255,1385,0,1,2,5,27,16,2,0
F00003257,1385,0,1,2,10,13,30,3,0
F00003264,1385,0,1,2,10,30,17,3,0
F00003265,1385,0,1,2,15,18,29,2,0
F00003266,1385,0,1,2,15,25,16,3,0
F00003267,1385,0,1,2,15,26,14,2,0
F00003268,1385,0,1,2,20,20,29,2,0
F00003270,1385,0,1,2,20,25,24,2,0
F00003272,1385,0,1,2,20,27,20,2,0
F00003273,1385,0,1,2,20,28,3,2,0
F00003274,1385,0,1,2,20,,13,3,0
F00003276,1385,0,1,2,20,36,2,2,0
F00003277,1385,0,1,2,20,36,10,1,0
F00003278,1385,0,1,2,20,40,6,3,0
F00003279,1385,0,1,2,25,12,31,2,0
F00003280,1385,0,1,2,25,28,14,1,0
F00003281,1385,0,1,2,30,10,30,2,0
F00003283,1385,0,1,2,30,20,15,2,0
F00003286,1385,0,1,2,30,43,6,2,0
F00003287,1385,0,1,2,40,10,17,2,0
F00003288,1385,0,1,2,40,12,28,3,0
F00003289,1385,0,1,2,40,14,28,1,0
F00003290,1385,0,1,2,40,,19,1,0
F00003291,1385,0,1,2,40,28,20,2,0
F00003292,1385,0,1,2,40,,15,2,0
F00003294,1385,0,1,2,40,30,13,1,0
F00003295,1385,0,1,2,40,34,9,2,0
F00003296,1385,0,1,2,40,38,3,1,0
F00003297,1385,0,1,2,45,26,19,1,0
F00003298,1385,0,1,2,45,29,14,2,0
F00003299,1385,0,1,2,50,35,16,3,0
F00003300,1385,0,1,2,60,30,15,1,0
F00003303,1385,0,1,2,60,34,5,2,1
F00003305,1385,0,1,2,15,25,19,1,1
F00003306,1478,0,1,2,5,15,17,2,0
F00003308,1478,0,1,2,10,17,20,2,0
F00003309,1478,0,1,2,10,17,32,2,0
F00003312,1478,0,1,2,10,40,1,1,0
F00003313,1478,0,1,2,10,45,2,2,0
F00003315,1478,0,1,2,15,25,15,2,0
F00003316,1478,0,1,2,15,43,2,1,0
F00003319,1478,0,1,2,20,10,22,1,0
F00003320,1478,0,1,2,20,13,31,2,0
F00003322,1478,0,1,2,20,21,25,2,0
F00003323,1478,0,1,2,20,22,17,1,0
F00003324,1478,0,1,2,20,26,18,3,0
F00003327,1478,0,1,2,20,,12,2,0
F00003328,1478,0,1,2,20,39,14,1,0
F00003331,1478,0,1,2,30,17,13,3,0
F00003332,1478,0,1,2,30,18,26,2,0
F00003334,1478,0,1,2,30,20,12,2,0
F00003336,1478,0,1,2,30,29,15,2,0
F00003338,1478,0,1,2,30,37,8,3,0
F00003339,1478,0,1,2,30,42,3,1,0
F00003341,1478,0,1,2,40,19,27,1,0
F00003342,1478,0,1,2,40,24,18,1,0
F00003344,1478,0,1,2,40,,16,1,0
F00003346,1478,0,1,2,40,34,13,2,0
F00003347,1478,0,1,2,40,35,10,1,0
F00003348,1478,0,1,2,40,38,5,2,0
F00003350,1478,0,1,2,45,23,19,1,0
F00003351,1478,0,1,2,45,27,20,3,0
F00003352,1478,0,1,2,50,25,16,1,0
F00003353,1478,0,1,2,50,32,13,2,0
F00003354,1478,0,1,2,55,19,14,3,0
F00003355,1478,0,1,2,60,36,6,2,0
F00003357,1478,0,1,2,60,44,5,2,0
F00003358,1478,0,1,2,20,24,19,3,1
F00003360,1478,0,1,2,40,,22,2,1
F00003361,1478,0,1,2,70,29,11,2,1
F00003363,1478,0,1,2,20,,21,3,1
F00003364,1576,0,1,2,20,16,29,3,0
F00003367,1575,0,1,2,5,18,24,2,0
F00003372,1576,0,1,2,10,30,19,2,0
F00003373,1576,0,1,2,10,32,12,1,0
F00003375,1576,0,1,2,15,13,28,3,0
F00003377,1575,0,1,2,15,38,3,1,0
F00003378,1576,0,1,2,20,12,26,2,0
F00003379,1576,0,1,2,20,14,30,3,0
F00003380,1576,0,1,2,20,19,22,2,0
F00003382,1576,0,1,2,20,22,24,3,0
F00003383,1575,0,1,2,20,,24,1,0
F00003384,1576,0,1,2,20,38,3,3,0
F00003385,1576,0,1,2,20,38,6,1,0
F00003386,1575,0,1,2,20,,15,1,0
F00003387,1576,0,1,2,20,43,4,1,0
F00003389,1575,0,1,2,20,46,7,3,0
F00003394,1576,0,1,2,30,30,16,2,0
F00003395,1576,0,1,2,35,31,13,3,0
F00003397,1576,0,1,2,40,20,30,1,0
F00003402,1575,0,1,2,40,48,1,2,0
F00003403,1575,0,1,2,45,30,15,2,0
F00003405,1576,0,1,2,60,18,23,1,0
F00003407,1576,0,1,2,60,35,11,1,1
F00003410,1678,0,1,2,5,15,31,3,0
F00003412,1678,0,1,2,10,9,29,2,0
F00003413,1678,0,1,2,10,,32,2,0
F00003416,1678,0,1,2,15,,27,3,0
F00003419,1678,0,1,2,15,37,0,3,0
F00003422,1678,0,1,2,20,28,24,3,0
F00003423,1678,0,1,2,20,30,8,2,0
F00003424,1678,0,1,2,20,31,16,1,0
F00003425,1678,0,1,2,20,37,10,2,0
F00003428,1678,0,1,2,30,20,18,2,0
F00003429,1678,0,1,2,30,22,18,1,0
F00003430,1678,0,1,2,30,25,22,1,0
F00003431,1678,0,1,2,30,33,11,1,0
F00003432,1678,0,1,2,30,34,14,1,0
F00003433,1678,0,1,2,35,30,9,2,0
F00003434,1678,0,1,2,35,38,2,2,0
F00003435,1678,0,1,2,40,14,34,3,0
F00003436,1678,0,1,2,40,24,26,1,0
F00003438,1678,0,1,2,40,36,9,2,0
F00003439,1678,0,1,2,40,36,11,1,0
F00003440,1678,0,1,2,40,37,15,2,0
F00003442,1678,0,1,2,60,9,11,2,0
F00003444,1678,0,1,2,60,33,10,1,0
F00003446,1678,0,1,2,60,42,7,2,0
F00003447,1678,0,1,2,15,,14,3,1
F00003448,1678,0,1,2,20,35,14,2,1
F00003449,1678,0,1,2,10,20,26,3,1
F00003451,1678,0,1,2,30,35,14,2,1
F00003454,1678,0,1,2,35,,15,3,1
F00003455,1785,0,1,2,5,38,10,2,0
F00003459,1785,0,1,2,10,29,16,1,0
F00003460,1786,0,1,2,10,35,14,2,0
F00003461,1785,0,1,2,10,35,15,1,0
F00003462,1785,0,1,2,15,26,3,1,0
F00003463,1785,0,1,2,15,26,18,3,0
F00003465,1785,0,1,2,20,28,23,3,0
F00003466,1785,0,1,2,20,30,1,2,0
F00003468,1786,0,1,2,20,44,1,1,0
F00003469,1785,0,1,2,20,,0,1,0
F00003470,1786,0,1,2,25,18,27,3,0
F00003474,1785,0,1,2,30,14,35,3,0
F00003476,1785,0,1,2,30,28,13,1,0
F00003477,1785,0,1,2,30,30,14,1,0
F00003479,1785,0,1,2,30,38,15,1,0
F00003480,1785,0,1,2,30,42,3,1,0
F00003481,1785,0,1,2,30,49,4,2,0
F00003482,1785,0,1,2,35,26,23,1,0
F00003483,1785,0,1,2,40,17,19,3,0
F00003485,1786,0,1,2,40,20,15,3,0
F00003487,1786,0,1,2,40,,14,2,0
F00003489,1785,0,1,2,40,33,10,2,0
F00003491,1785,0,1,2,50,25,22,1,0
F00003494,1785,0,1,2,80,22,19,2,0
F00003496,1785,0,1,2,20,44,5,2,1
F00003497,1785,0,1,2,40,32,15,2,1
F00003498,1785,0,1,2,10,32,7,1,1
F00003499,1785,0,1,2,20,,10,2,1
F00003500,1785,0,1,2,15,15,31,3,1
F00003501,1786,0,1,2,30,20,20,2,1
F00003502,1785,0,1,2,50,37,3,2,1
F00003504,1898,0,1,2,40,24,22,2,0
F00003506,1898,0,1,2,10,11,29,3,0
F00003507,1898,0,1,2,15,5,26,3,0
F00003510,1898,0,1,2,20,6,34,1,0
F00003513,1898,0,1,2,20,20,8,2,0
F00003515,1898,0,1,2,20,23,3,2,0
F00003516,1898,0,1,2,20,30,3,2,0
F00003517,1898,0,1,2,20,30,11,1,0
F00003518,1898,0,1,2,20,30,19,1,0
F00003520,1898,0,1,2,20,42,4,2,0
F00003524,1898,0,1,2,30,26,26,1,0
F00003526,1898,0,1,2,30,35,8,2,0
F00003529,1898,0,1,2,40,28,24,2,0
F00003531,1898,0,1,2,45,20,28,2,0
F00003533,1898,0,1,2,20,20,26,2,1
F00003534,1898,0,1,2,60,38,12,2,1
F00003535,1898,0,1,2,40,40,11,2,2
F00003536,2015,0,1,2,15,28,22,3,0
F00003537,2015,0,1,2,5,8,37,3,0
F00003538,2015,0,1,2,5,,35,2,0
F00003541,2016,0,1,2,5,51,0,2,0
F00003543,2015,0,1,2,10,19,32,2,0
F00003547,2015,0,1,2,15,37,12,2,0
F00003548,2015,0,1,2,15,38,5,2,0
F00003549,2015,0,1,2,15,38,13,3,0
F00003550,2016,0,1,2,20,17,0,1,0
F00003552,2015,0,1,2,20,24,20,2,0
F00003553,2016,0,1,2,20,24,25,3,0
F00003554,2016,0,1,2,20,24,29,3,0
F00003555,2015,0,1,2,20,37,9,2,0
F00003557,2015,0,1,2,20,42,4,1,0
F00003558,2016,0,1,2,20,48,3,1,0
F00003561,2015,0,1,2,25,,8,1,0
F00003565,2015,0,1,2,30,29,20,2,0
F00003566,2015,0,1,2,30,38,13,1,0
F00003574,2016,0,1,2,45,,28,2,0
F00003579,2015,0,1,2,20,43,10,2,1
F00003580,2016,0,1,2,50,38,12,2,1
F00003581,2138,0,1,2,20,20,32,1,0
F00003582,2138,0,1,2,10,18,18,2,0
F00003585,2139,0,1,2,15,35,16,1,0
F00003586,2138,0,1,2,15,52,3,3,0
F00003587,2138,0,1,2,20,8,30,1,0
F00003588,2139,0,1,2,20,19,26,3,0
F00003591,2139,0,1,2,20,33,17,1,0
F00003593,2138,0,1,2,20,48,10,2,0
F00003594,2138,0,1,2,20,49,5,1,0
F00003597,2138,0,1,2,30,32,20,3,0
F00003598,2138,0,1,2,40,15,24,3,0
F00003600,2139,0,1,2,40,,14,3,0
F00003602,2138,0,1,2,60,29,13,2,0
F00003603,2138,0,1,2,20,19,35,1,1
F00003604,2139,0,1,2,50,42,5,3,1
F00003605,2139,0,1,2,5,40,4,2,1
F00003606,2138,0,1,2,15,26,25,3,1
F00003608,2138,0,1,2,60,50,4,2,1
F00003609,2139,0,1,2,5,40,8,1,1
F00003611,2138,0,1,2,60,48,5,3,1
F00003612,2267,0,1,2,10,35,12,2,0
F00003613,2267,0,1,2,5,43,10,1,0
F00003614,2267,0,1,2,10,24,17,2,0
F00003615,2267,0,1,2,15,20,19,1,0
F00003616,2267,0,1,2,15,43,9,1,0
F00003617,2267,0,1,2,20,11,39,2,0
F00003618,2267,0,1,2,20,12,35,2,0
F00003620,2267,0,1,2,20,18,30,2,0
F00003622,2267,0,1,2,20,29,23,3,0
F00003623,2267,0,1,2,20,41,12,2,0
F00003624,2267,0,1,2,20,43,10,1,0
F00003625,2267,0,1,2,20,44,4,3,0
F00003631,2267,0,1,2,40,22,26,2,0
F00003633,2267,0,1,2,40,46,7,2,0
F00003634,2267,0,1,2,50,12,36,3,0
F00003635,2267,0,1,2,60,15,20,2,0
F00003636,2267,0,1,2,60,15,32,1,0
F00003637,2267,0,1,2,60,29,19,3,0
F00003638,2267,0,1,2,60,41,13,1,0
F00003639,2267,0,1,2,15,30,14,2,1
F00003641,2267,0,1,2,30,39,14,1,1
F00003645,2401,0,1,2,10,30,18,3,0
F00003647,2401,0,1,2,10,46,0,2,0
F00003648,2401,0,1,2,10,50,10,3,0
F00003650,2402,0,1,2,15,35,7,2,0
F00003652,2401,0,1,2,20,30,22,2,0
F00003653,2401,0,1,2,20,46,14,3,0
F00003655,2401,0,1,2,20,51,5,3,0
F00003656,2401,0,1,2,25,30,25,2,0
F00003658,2402,0,1,2,25,45,11,2,0
F00003659,2401,0,1,2,25,47,11,3,0
F00003662,2401,0,1,2,30,39,11,2,0
F00003663,2402,0,1,2,40,19,16,2,0
F00003664,2402,0,1,2,40,26,22,2,0
F00003666,2401,0,1,2,40,34,18,2,0
F00003668,2401,0,1,2,40,38,20,1,0
F00003669,2402,0,1,2,60,35,20,2,0
F00003670,2401,0,1,2,70,32,20,2,0
F00003671,2401,0,1,2,20,26,25,1,1
F00003674,2402,0,1,2,60,30,25,2,1
F00003677,2541,0,1,2,5,,20,1,0
F00003679,2542,0,1,2,10,18,26,1,0
F00003680,2542,0,1,2,10,44,9,2,0
F00003682,2541,0,1,2,15,17,38,2,0
F00003690,2542,0,1,2,20,36,13,1,0
F00003692,2542,0,1,2,30,38,17,1,0
F00003693,2541,0,1,2,30,42,11,1,0
F00003696,2542,0,1,2,40,31,24,1,0
F00003700,2541,0,1,2,40,50,2,2,0
F00003701,2542,0,1,2,45,29,24,2,0
F00003702,2541,0,1,2,50,26,24,3,0
F00003703,2541,0,1,2,85,39,14,1,0
F00003704,2541,0,1,2,10,7,36,1,1
F00003707,2541,0,1,2,15,30,1,2,1
F00003708,2542,0,1,2,40,43,11,2,2
F00003709,2688,0,1,2,20,15,42,3,0
F00003710,2687,0,1,2,5,25,29,2,0
F00003712,2688,0,1,2,15,53,3,2,0
F00003716,2688,0,1,2,20,40,4,2,0
F00003717,2688,0,1,2,20,,22,2,0
F00003718,2688,0,1,2,20,43,8,3,0
F00003719,2688,0,1,2,20,,8,3,0
F00003722,2688,0,1,2,25,30,18,3,0
F00003723,2688,0,1,2,30,27,29,3,0
F00003724,2688,0,1,2,30,34,18,2,0
F00003726,2687,0,1,2,60,35,22,2,0
F00003729,2688,0,1,2,20,54,4,1,1
F00003730,2688,0,1,2,40,40,8,2,1
F00003731,2688,0,1,2,5,22,16,2,1
F00003734,2840,0,1,2,5,22,21,2,0
F00003736,2840,0,1,2,10,40,20,1,0
F00003738,2840,0,1,2,15,,20,2,0
F00003739,2840,0,1,2,20,31,17,2,0
F00003742,2840,0,1,2,20,42,1,3,0
F00003744,2840,0,1,2,30,,24,1,0
F00003747,2840,0,1,2,40,36,21,3,0
F00003748,2840,0,1,2,50,22,33,2,0
F00003749,2840,0,1,2,20,,14,3,1
F00003753,2840,0,1,2,10,13,37,2,1
F00003754,2840,0,1,2,25,45,10,3,1
F00003755,2840,0,1,2,10,20,41,2,1
F00003757,2840,0,1,2,20,,25,2,1
F00003758,2840,0,1,2,30,37,15,1,1
F00003759,2840,0,1,2,40,25,28,2,1
F00003760,2840,0,1,2,40,30,21,2,1
F00003761,2840,0,1,2,30,52,5,2,2
F00003763,2840,0,1,2,40,48,13,2,2
F00003764,2999,0,1,2,10,25,24,1,0
F00003765,2999,0,1,2,10,36,20,1,0
F00003768,2999,0,1,2,20,,44,3,0
F00003770,2999,0,1,2,20,41,17,2,0
F00003772,2999,0,1,2,20,50,1,2,0
F00003780,2999,0,1,2,60,,14,2,0
F00003781,2999,0,1,2,50,46,12,2,1
F00003782,2999,0,1,2,10,30,22,3,1
F00003783,3165,0,1,2,5,53,7,2,0
F00003788,3165,0,1,2,30,,11,2,1
F00003790,3337,0,1,2,5,34,26,3,0
F00003791,3337,0,1,2,10,18,40,1,0
F00003792,3337,0,1,2,10,24,31,1,0
F00003794,3337,0,1,2,30,13,41,1,0
F00003801,3516,0,1,2,20,33,10,3,0
F00003802,3516,0,1,2,20,49,7,3,0
F00003805,3515,0,1,2,60,20,41,1,1
F00003808,3702,0,1,2,20,29,28,2,1
F00003809,3895,0,1,2,10,23,41,2,0
F00003811,3896,0,1,2,20,45,7,1,0
F00003812,3895,0,1,2,25,20,29,1,0
F00003815,4096,0,1,2,10,30,27,3,0
F00003817,4097,0,1,2,20,50,6,3,0
F00003820,150,1,0,2,40,20,0,1,0
F00003821,188,1,0,2,45,16,6,3,0
F00003822,209,1,0,2,20,20,1,3,0
F00003823,232,1,0,2,20,16,7,3,0
F00003824,257,1,0,2,5,,3,2,0
F00003826,256,1,0,2,10,14,8,2,0
F00003827,256,1,0,2,15,26,1,3,0
F00003833,283,1,0,2,40,,8,2,0
F00003837,312,1,0,2,10,,3,1,0
F00003841,311,1,0,2,20,14,12,2,0
F00003842,311,1,0,2,20,15,8,2,0
F00003845,311,1,0,2,30,13,9,2,0
F00003847,312,1,0,2,60,,7,2,0
F00003848,342,1,0,2,5,11,9,2,0
F00003850,342,1,0,2,20,10,13,3,0
F00003851,342,1,0,2,20,17,9,2,0
F00003852,342,1,0,2,20,,0,1,0
F00003855,342,1,0,2,40,8,0,2,0
F00003858,342,1,0,2,40,,2,1,0
F00003860,375,1,0,2,10,6,14,1,0
F00003865,375,1,0,2,20,20,4,2,0
F00003866,375,1,0,2,30,16,3,1,0
F00003868,375,1,0,2,40,22,0,3,0
F00003870,410,1,0,2,5,12,13,2,0
F00003872,410,1,0,2,10,5,15,2,0
F00003874,411,1,0,2,10,29,2,3,0
F00003878,410,1,0,2,20,12,8,1,0
F00003882,410,1,0,2,20,21,6,1,0
F00003884,411,1,0,2,20,27,8,3,0
F00003885,410,1,0,2,25,16,6,1,0
F00003887,411,1,0,2,30,,4,1,0
F00003890,448,1,0,2,5,21,1,1,0
F00003891,448,1,0,2,5,21,14,2,0
F00003892,448,1,0,2,5,29,0,1,0
F00003893,448,1,0,2,10,18,2,1,0
F00003895,448,1,0,2,15,20,0,3,0
F00003896,448,1,0,2,15,20,6,2,0
F00003900,448,1,0,2,20,23,3,2,0
F00003902,448,1,0,2,25,20,7,2,0
F00003903,448,1,0,2,40,,0,2,0
F00003904,448,1,0,2,40,30,1,2,0
F00003905,448,1,0,2,60,19,8,2,0
F00003906,448,1,0,2,40,20,9,2,2
F00003907,488,1,0,2,5,20,6,2,0
F00003908,489,1,0,2,10,15,14,2,0
F00003909,488,1,0,2,10,18,14,2,0
F00003910,488,1,0,2,10,28,2,1,0
F00003914,488,1,0,2,20,25,5,2,0
F00003916,488,1,0,2,30,23,8,2,0
F00003917,488,1,0,2,30,28,0,1,0
F00003920,489,1,0,2,40,33,1,1,0
F00003923,531,1,0,2,10,5,8,2,0
F00003930,531,1,0,2,20,24,3,2,0
F00003931,531,1,0,2,25,20,8,3,0
F00003933,531,1,0,2,40,21,9,2,0
F00003935,577,1,0,2,5,5,19,3,0
F00003940,577,1,0,2,10,22,7,3,0
F00003943,577,1,0,2,15,16,11,3,0
F00003944,577,1,0,2,20,15,6,2,0
F00003950,577,1,0,2,25,,10,2,0
F00003952,577,1,0,2,30,17,8,2,0
F00003953,577,1,0,2,30,17,15,2,0
F00003954,577,1,0,2,40,18,1,2,0
F00003958,625,1,0,2,10,,2,2,0
F00003961,625,1,0,2,15,,10,3,0
F00003962,625,1,0,2,20,9,14,2,0
F00003964,626,1,0,2,20,16,16,2,0
F00003966,626,1,0,2,20,25,5,2,0
F00003969,625,1,0,2,25,20,11,1,0
F00003970,625,1,0,2,25,34,0,2,0
F00003971,625,1,0,2,30,9,19,2,0
F00003974,626,1,0,2,40,26,8,3,0
F00003975,677,1,0,2,5,17,16,2,0
F00003977,677,1,0,2,10,10,11,1,0
F00003978,677,1,0,2,10,25,12,3,0
F00003979,677,1,0,2,10,31,10,2,0
F00003983,677,1,0,2,20,14,5,3,0
F00003986,677,1,0,2,20,31,4,2,0
F00003987,677,1,0,2,25,,9,1,0
F00003989,677,1,0,2,40,15,14,2,0
F00003990,677,1,0,2,40,20,15,2,0
F00003991,677,1,0,2,40,,13,2,0
F00003992,677,1,0,2,40,30,7,2,0
F00003994,732,1,0,2,5,,19,1,0
F00003995,732,1,0,2,5,12,20,2,0
F00003997,731,1,0,2,5,17,15,1,0
F00003998,732,1,0,2,5,25,4,2,0
F00003999,731,1,0,2,10,10,21,1,0
F00004001,732,1,0,2,10,19,12,3,0
F00004002,732,1,0,2,10,25,12,2,0
F00004004,732,1,0,2,10,,1,2,0
F00004006,731,1,0,2,15,15,19,3,0
F00004007,731,1,0,2,15,18,7,2,0
F00004008,732,1,0,2,15,20,14,1,0
F00004010,732,1,0,2,20,10,22,3,0
F00004012,731,1,0,2,20,16,8,2,0
F00004014,732,1,0,2,20,25,6,1,0
F00004016,731,1,0,2,20,35,1,1,0
F00004017,731,1,0,2,25,18,12,2,0
F00004019,732,1,0,2,30,23,12,2,0
F00004020,732,1,0,2,30,23,15,1,0
F00004021,732,1,0,2,40,17,12,3,0
F00004022,731,1,0,2,40,23,2,2,0
F00004023,731,1,0,2,40,37,1,1,0
F00004024,732,1,0,2,60,27,0,2,0
F00004027,789,1,0,2,10,5,13,1,0
F00004030,789,1,0,2,10,20,12,1,0
F00004031,789,1,0,2,10,21,14,2,0
F00004035,789,1,0,2,15,17,16,1,0
F00004037,789,1,0,2,15,19,18,1,0
F00004038,790,1,0,2,20,10,21,1,0
F00004039,789,1,0,2,20,17,1,2,0
F00004040,789,1,0,2,20,20,4,3,0
F00004043,789,1,0,2,20,23,11,2,0
F00004047,789,1,0,2,20,34,0,3,0
F00004050,789,1,0,2,30,17,18,3,0
F00004051,790,1,0,2,30,28,9,2,0
F00004052,789,1,0,2,40,24,13,2,0
F00004053,851,1,0,2,10,10,23,2,0
F00004055,851,1,0,2,10,23,13,2,0
F00004056,851,1,0,2,10,24,4,2,0
F00004057,851,1,0,2,15,22,14,3,0
F00004061,851,1,0,2,20,22,9,2,0
F00004062,851,1,0,2,25,16,20,2,0
F00004066,850,1,0,2,40,26,13,2,0
F00004067,851,1,0,2,40,,5,2,0
F00004068,851,1,0,2,60,11,15,1,0
F00004070,850,1,0,2,60,37,2,2,0
F00004072,915,1,0,2,5,26,2,2,0
F00004074,916,1,0,2,10,25,13,1,0
F00004076,915,1,0,2,10,27,13,2,0
F00004077,916,1,0,2,10,30,7,3,0
F00004078,916,1,0,2,15,9,25,3,0
F00004079,915,1,0,2,15,,0,2,0
F00004080,916,1,0,2,15,25,12,1,0
F00004082,916,1,0,2,15,33,9,1,0
F00004083,915,1,0,2,20,8,23,3,0
F00004085,915,1,0,2,20,27,12,3,0
F00004086,915,1,0,2,20,,5,1,0
F00004087,916,1,0,2,20,31,8,2,0
F00004088,916,1,0,2,30,14,23,1,0
F00004089,915,1,0,2,30,23,13,2,0
F00004090,916,1,0,2,30,26,13,3,0
F00004091,916,1,0,2,30,39,0,3,0
F00004092,915,1,0,2,35,10,23,2,0
F00004093,915,1,0,2,40,22,15,1,0
F00004097,916,1,0,2,40,35,5,1,0
F00004099,984,1,0,2,40,37,11,3,0
F00004100,984,1,0,2,5,6,25,2,0
F00004101,984,1,0,2,5,10,4,3,0
F00004102,984,1,0,2,5,,3,2,0
F00004105,984,1,0,2,10,13,22,1,0
F00004106,984,1,0,2,10,15,12,1,0
F00004109,984,1,0,2,15,16,20,2,0
F00004110,984,1,0,2,15,19,17,3,0
F00004112,984,1,0,2,15,28,4,1,0
F00004113,984,1,0,2,20,20,5,1,0
F00004114,984,1,0,2,20,29,2,2,0
F00004115,984,1,0,2,20,30,3,1,0
F00004116,984,1,0,2,20,37,4,2,0
F00004118,984,1,0,2,30,16,18,2,0
F00004119,984,1,0,2,35,21,14,2,0
F00004120,984,1,0,2,40,30,7,3,0
F00004123,984,1,0,2,60,26,12,1,0
F00004124,1056,1,0,2,5,12,24,2,0
F00004127,1056,1,0,2,5,30,9,1,0
F00004129,1056,1,0,2,10,20,17,1,0
F00004134,1056,1,0,2,20,26,12,2,0
F00004135,1056,1,0,2,25,37,0,2,0
F00004136,1056,1,0,2,30,12,2,2,0
F00004137,1056,1,0,2,30,14,25,3,0
F00004139,1056,1,0,2,40,17,16,2,0
F00004141,1056,1,0,2,40,30,11,1,0
